"name","clName","price","SKU","description","price_type","cost","tax_rates","quantity","category","clover_ID","bcSKU",
,"Raffello","1.99","982237",,"Fixed","0","DEFAULT","13",,,,
,"Sweet Tarts Giant Chewy","1.25","79200131166",,"Fixed","0","DEFAULT","21",,,,
,"Chunky","1.99","99900824601",,"Fixed","0","DEFAULT","21",,,,
,"Fort Knox","2.49","86232319202",,"Fixed","0","DEFAULT","9",,,,
,"Chocolate Turkish Taffy","1.69","8.9897E+11",,"Fixed","0","DEFAULT","23",,,,
,"Bubble Gum Cigars","0","59642003702",,"Fixed","0","DEFAULT","18",,,,
,"Sour Flush","1.99","6.86464E+11",,"Fixed","0","DEFAULT","5",,,,
,"Twin Cherry Pop","0.39","8.7249E+12",,"Fixed","0","DEFAULT","55",,,,
,"Broadway Strawberry Rolls","1.25","86232860018",,"Fixed","0","DEFAULT","16",,,,
,"Vanila Turkish Taffy","1.69","8.9897E+11",,"Fixed","0","DEFAULT","15",,,,
,"Necco The Original Candy Wafer","1.39","30800900002",,"Fixed","0","DEFAULT","13",,,,
,"Mallo Cup","1.25","41311121053",,"Fixed","0","DEFAULT","18",,,,
,"Life Savers Hard Candy","1.25","2243405",,"Fixed","0","DEFAULT","25",,,,
,"Pop Rocks Watermelon","0.89","7.21874E+11",,"Fixed","0","DEFAULT","6",,,,
,"Pop Rocks Strawberry","0.89","7.21874E+11",,"Fixed","0","DEFAULT","2",,,,
,"Pop Rocks  Grape","0.89","7.21874E+11",,"Fixed","0","DEFAULT","4",,,,
,"Big League Chew Bubble Gum","1.99","42897660950",,"Fixed","0","DEFAULT","4",,,,
,"Quick Blast Spray","1.99","6.86464E+11",,"Fixed","0","DEFAULT","15",,,,
,"Razz Apple Fun Dip","0.25","79200009373",,"Fixed","0","DEFAULT","9",,,,
,"Ring Pop","0.69","41116011320",,"Fixed","0","DEFAULT","1",,,,
,"Roll Back Truck","1.59","6.86465E+11",,"Fixed","0","DEFAULT","24",,,,
,"Cherry Yum Fun Dip","0.25","79200005795",,"Fixed","0","DEFAULT","16",,,,
,"Strawberry Air Head","0.25","73390002053",,"Fixed","0","DEFAULT","8",,,,
,"Watermelon Air Head","0.25","73390002039",,"Fixed","0","DEFAULT","12",,,,
,"Blue Raspberry Air Head","0.25","73390002206",,"Fixed","0","DEFAULT","3",,,,
,"Smarties Mega Lolly","0.59",,,"Fixed","0","DEFAULT","26",,,,
,"Chewy Lemon Head","0.39","41420063008",,"Fixed","0","DEFAULT","11",,,,
,"Apple Head","0.39","41420117831",,"Fixed","0","DEFAULT","8",,,,
,"Fan Pop","1.99","6.86465E+11",,"Fixed","0","DEFAULT","12",,,,
,"Wax Lips","0.99","59642742243",,"Fixed","0","DEFAULT","9",,,,
,"Candy NeckLace","0.99","11206007076",,"Fixed","0","DEFAULT","50",,,,
,"Cella Cherries","4.99","11228000161",,"Fixed","0","DEFAULT",,,,,
,"Baci Perugina","12.95","20182008410",,"Fixed","0","DEFAULT","9",,,,
,"Lindt Lindor Dark Chocolate Truffles","24.95","37466020778",,"Fixed","0","DEFAULT","5",,,,
,"Asher Chocolate","8.95","89449342100",,"Fixed","0","DEFAULT","11",,,,
,"Dark Chocolate Cherries","4.99","11228001601",,"Fixed","0","DEFAULT",,,,,
,"Sugar Free Bazooka Gum","3.95","41116011801",,"Fixed","0","DEFAULT","14",,,,
,"Sugar Free Jelly Belly Gummy Bears","2.95","71567996020",,"Fixed","0","DEFAULT",,,,,
,"Sugar Free Chocolate","5.95","4.75103E+12",,"Fixed","0","DEFAULT",,,,,
,"Sugar Free Ashers Assortment","9.95","89449315401",,"Fixed","0","DEFAULT","10",,,,
,"Milk Chocolate Ice Cubes","35.95","72084013542",,"Fixed","0","DEFAULT","1",,,,
,"Maple blend gift box 4oz","12.95",,,"Fixed","0","DEFAULT","7",,,,
,"Sugar Free Dark Chocolate Red Bar","0.99","4.75103E+12",,"Fixed","0","DEFAULT","11",,,,
,"Sugar Free Asher Chocolate  Co.","9.95",,,"Fixed","0","DEFAULT","10",,,,
,"Gummi Pizza","15.95","8.13805E+11",,"Per unit","0","DEFAULT",,,,,
,"Gummi Mini Burgers","12.95","8.13805E+11",,"Per unit","0","DEFAULT",,,,,
,"Charlestown Chew Strawberry/24ct","19.95","71720331200",,"Fixed","0","DEFAULT","11",,,,
,"Laffy Taffy Apple","12.95","28000721213",,"Per unit","0","DEFAULT","8",,,,
,"Laffy Taffy Blue Raspberry","12.95","28000617950",,"Fixed","0","DEFAULT","2",,,,
,"Laffy Taffy Grape","12.95","28000660659",,"Per unit","0","DEFAULT","10",,,,
,"Cherry Head","5.95","41420047183",,"Per unit","0","DEFAULT","9",,,,
,"Chewy Lemon Head","5.95","41420163005",,"Per unit","0","DEFAULT","9",,,,
,"Jaw Busters","5.95","41420024009",,"Per unit","0","DEFAULT",,,,,
,"Watermelon Airheads","6.99","73390001179",,"Per unit","0","DEFAULT","1",,,,
,"Greenapple Airheads","6.99","73390001216",,"Per unit","0","DEFAULT","3",,,,
,"Cherry Airheads","6.99","73390001155",,"Per unit","0","DEFAULT","2",,,,
,"Gobstoppers","24.95","79200230418",,"Per unit","0","DEFAULT",,,,,
,"Tootsies Frootsie Grape","8.95","71720078013",,"Per unit","0","DEFAULT",,,,,
,"Tootsies Frootsie","8.95","71720078525",,"Per unit","0","DEFAULT",,,,,
,"Tootsies Frootsie Watermelon","8.95","71720078488",,"Per unit","0","DEFAULT",,,,,
,"Tootsies Frootsie Fruit Punch","8.95","71720078006",,"Per unit","0","DEFAULT",,,,,
,"Tootsie Frootsie Blue Raspberry","8.95","71720078433",,"Per unit","0","DEFAULT",,,,,
,"Airheads Strawberry","6.99","73390001193",,"Per unit","0","DEFAULT","3",,,,
,"Sugar Daddy Pops/24ct","24.95","14200332106",,"Per unit","0","DEFAULT","5",,,,
,"Necco The Original Candy Waffers","24.95","30800901009",,"Per unit","0","DEFAULT","10",,,,
,"Indian Salted Pumpin Seeds","10.95","75142001307",,"Per unit","0","DEFAULT","11",,,,
,"King Size Candy Stix","7.95","41396090978",,"Per unit","0","DEFAULT","17",,,,
,"Saf T Pops 100ct","12.95","30800000771",,"Fixed","0","DEFAULT","8",,,,
,"Machine Size Gumballs/28oz","5.99",,,"Fixed","0","DEFAULT","9",,,,
,"Seedlings Gumballs","3.99",,,"Fixed","0","DEFAULT","14",,,,
,"Cry Baby Sour Gum/3oz","1.99",,,"Fixed","0","DEFAULT","18",,,,
,"Chickles Gum/12oz","2.99",,,"Fixed","0","DEFAULT","25",,,,
,"Original Bazooka Bubble Gum/8oz","1.99",,,"Fixed","0","DEFAULT","25",,,,
,"Liquid Filled Wax Bottles","2.25",,,"Fixed","0","DEFAULT","15",,,,
,"Red Swedish Fish/1.6lbs","7.95",,,"Fixed","0","DEFAULT","10",,,,
,"Sour Patch Watermelon/1.6lbs","7.95",,,"Fixed","0","DEFAULT","9",,,,
,"Sour Apples/1.6lbs","7.95",,,"Fixed","0","DEFAULT","11",,,,
,"Assorted Chupa Chups /7oz","2.25",,,"Fixed","0","DEFAULT","24",,,,
,"Charms Sweet Pops/15ct","2.99",,,"Fixed","0","DEFAULT","13",,,,
,"Caramel Apple Pops/15ct","2.99",,,"Fixed","0","DEFAULT","14",,,,
,"Sugar Daddy Pops","2.99",,,"Fixed","0","DEFAULT","15",,,,
,"Tootsie Pops/15ct","2.95",,,"Fixed","0","DEFAULT","20",,,,
,"Fruity Soft Puffs/1.5lbs","5.95",,,"Fixed","0","DEFAULT","3",,,,
,"Apple Sour Laces/2lbs","10.95","2.38637E+11",,"Fixed","0","DEFAULT","3","Test",,,
,"Strawberry Sour Laces/2lbs","10.95",,,"Fixed","0","DEFAULT","7",,,,
,"Strawberry Laces/2lbs","10.95",,,"Fixed","0","DEFAULT","6",,,,
,"Licorice Laces/2lbs","10.95",,,"Fixed","0","DEFAULT","9",,,,
,"Hot Tamales/4.5lbs","15.95",,,"Fixed","0","DEFAULT","5",,,,
,"Smarties/24ct","19.95","11206519005",,"Fixed","0","DEFAULT","12",,,,
,"Charms Sweet Pops/48ct","8.95","14200337064",,"Fixed","0","DEFAULT","9",,,,
,"Carousel Junior Gumball Machine","29.95","42897030005",,"Fixed","0","DEFAULT","8",,,,
,"Carousel Classic Gumball Machine With Stand","79.95","42897030067",,"Fixed","0","DEFAULT","3",,,,
,"Its A Boy Bubble Gum Cigars","15.95","59642003757",,"Fixed","0","DEFAULT","8",,,,
,"Its A Boy Cigars/24ct","24.95","609406005",,"Fixed","0","DEFAULT","11",,,,
,"Its A Girl Bubble Gum Cigars","15.95","59642003764",,"Fixed","0","DEFAULT","9",,,,
,"Its A Girl Cigars/24ct","24.95","609407002",,"Fixed","0","DEFAULT","7",,,,
,"Chocolate Truck","2.99","7.20227E+11",,"Fixed","0","DEFAULT","16",,,,
,"Peanut Butter Dino","2.99","7.20227E+11",,"Fixed","0","DEFAULT","18",,,,
,"Milk And White Chocolate Kitty","2.99","7.20227E+11",,"Fixed","0","DEFAULT","13",,,,
,"Milk Chocolate Ballerina","2.99","7.20227E+11",,"Fixed","0","DEFAULT","3",,,,
,"Milk Chocolate Tool Set","3.95","86232310360",,"Fixed","0","DEFAULT","3",,,,
,"Milk Chocolate Crayons","4.95","609441006",,"Fixed","0","DEFAULT","5",,,,
,"Milk Chocolate Cool Llamas","2.95","86232339675",,"Fixed","0","DEFAULT","14",,,,
,"Milk Chocolate Music Note","2.99","7.20227E+11",,"Fixed","0","DEFAULT","33",,,,
,"Tootsie Childs Play/3.5lbs","10.95","71720018132",,"Fixed","0","DEFAULT","2",,,,
,"Charleston Chew/120ct","9.95","71720531082",,"Fixed","0","DEFAULT","5",,,,
,"Salt Water Taffy/14oz","7.95","8.93304E+11",,"Fixed","0","DEFAULT","8",,,,
,"Efrutti Lunch Bag","1.99","8.13805E+11",,"Fixed","0","DEFAULT","18",,,,
,"Bubble Gum Cigars/36ct","15.95","59642303703",,"Fixed","0","DEFAULT","8",,,,
,"Dorval Sour Power Straws/Cotton Candy","19.95","29126153308",,"Fixed","0","DEFAULT","2","Test",,,
,"Harry Potter Frog","3.99",,,"Fixed","0","DEFAULT","5",,,,
,"Mickey Mouse Bean Machine","24.95","71567995733",,"Fixed","0","DEFAULT","4",,,,
,"Petite Jelly Belly Machine","9.95","71570008093",,"Fixed","0","DEFAULT","6",,,,
,"Harry Potter Gummi Creatures","1.99","71570008567",,"Fixed","0","DEFAULT","6",,,,
,"Clove Gum","0.79","86232910140",,"Fixed","0","DEFAULT","16",,,,
,"Beemans Gum","0.79","86232910126",,"Fixed","0","DEFAULT","7",,,,
,"Harry Potter Beanie Botts","1.99","71567992015",,"Fixed","0","DEFAULT","13",,,,
,"Smiley Chocolate Pop","1.49","609461004",,"Fixed","0","DEFAULT","2",,,,
,"Ice Cubes","0.49","7208461",,"Fixed","0","DEFAULT","50",,,,
,"Bean Boozled/4.25oz","7.95","71570009922",,"Fixed","0","DEFAULT","13",,,,
,"Jelly Belly 20 Flavor Assortment","9.95","71567980098",,"Fixed","0","DEFAULT","3",,,,
,"Jelly Belly 1 Pound Assortment","15.95","71570008062",,"Fixed","0","DEFAULT","2","Test",,,
,"Chocolate Rose","3.99","609600007",,"Fixed","0","DEFAULT","14",,,,
,"Pixy Stix","0.69","79200638832",,"Fixed","0","DEFAULT","63",,,,
,"Soccer Tin","12.95",,,"Fixed","0","DEFAULT","1",,,,
,"Get Well Chocolate Bar","9.95",,,"Fixed","0","DEFAULT","9",,,,
,"Worlds Best Mother Chocolate","9.95",,,"Fixed","0","DEFAULT","7",,,,
,"World Class Coach Chocolate","9.95",,,"Fixed","0","DEFAULT","5",,,,
,"The Golden Music Award Chocolate","8.95",,,"Fixed","0","DEFAULT","3",,,,
,"Milk Chocolate Coffee Cup","8.95",,,"Fixed","0","DEFAULT","1",,,,
,"Chocolate Boxing Gloves","10.95",,,"Fixed","0","DEFAULT","1",,,,
,"Box Of Beauty Pops/750ct","19.95",,,"Fixed","0","DEFAULT","4",,,,
,"Blue Raspberry Gummy Bears/2lbs","10.95",,,"Fixed","0","DEFAULT","2",,,,
,"Grape Gummy Bears/2lbs","10.95",,,"Fixed","0","DEFAULT","3",,,,
,"Green Apple Gummy Bears/2lbs","10.95",,,"Fixed","0","DEFAULT","9",,,,
,"Watermelon Gummy Bears/2lbs","10.95",,,"Fixed","0","DEFAULT","4",,,,
,"Madaline Chocolate Cigars","24.95",,,"Fixed","0","DEFAULT","8",,,,
,"Baby Boy Box","16.95",,,"Fixed","0","DEFAULT","3",,,,
,"Pectin Spice Jelly Beans/12oz","2.99",,,"Fixed","0","DEFAULT","40",,,,
,"Pectin Licorice Jelly Beans/4.5lbs","15.95",,,"Fixed","0","DEFAULT","5",,,,
,"Rock Candy 3 Pack","1.69",,,"Fixed","0","DEFAULT","100",,,,
,"Beer Mug Filled With Root Beer Barrels","8.95",,,"Fixed","0","DEFAULT","4",,,,
,"Casino Fun Box","25.95",,,"Fixed","0","DEFAULT","2",,,,
,"Pure Maple Butter","12.95",,,"Fixed","0","DEFAULT","3",,,,
,"Pure Maple Fancie & Leaf/1.5oz","4.95",,,"Fixed","0","DEFAULT","2",,,,
,"Pure Maple Nips","2.29",,,"Fixed","0","DEFAULT","19",,,,
,"Lobster Pops","2.25",,,"Fixed","0","DEFAULT","22",,,,
,"Worth A Million Basket","29.95",,,"Fixed","0","DEFAULT","2",,,,
,"Milk Chocolate Sea Shells/8oz","5.95",,,"Fixed","0","DEFAULT","10",,,,
,"Koppers Rocks & Boulders/8oz","6.95","75720481279",,"Fixed","0","DEFAULT","4",,,,
,"Gourmet Milk Chocolate Pennies","7.95",,,"Fixed","0","DEFAULT","6",,,,
,"Milk Chocolate Baseballs","6.95",,,"Fixed","0","DEFAULT","11",,,,
,"Milk Chocolate Baskerballs/8oz","6.95",,,"Fixed","0","DEFAULT","8",,,,
,"Milk Chocolate Footballs/8oz","6.95",,,"Fixed","0","DEFAULT","16",,,,
,"Milk Chocolate Silver Stars/8oz","6.95",,,"Fixed","0","DEFAULT","10",,,,
,"Dark Chocolate Solid Domes","6.95",,,"Fixed","0","DEFAULT","13",,,,
,"Milk Chocolate Gold Hearts","6.95",,,"Fixed","0","DEFAULT","9",,,,
,"Milk Chocolate Silver Hearts","6.95",,,"Fixed","0","DEFAULT","16",,,,
,"Milk Chocolate Blue Hearts/8oz","6.95",,,"Fixed","0","DEFAULT","6",,,,
,"Imported Pistachios/2lbs","39.95",,,"Fixed","0","DEFAULT","6",,,,
,"Test","2","4567889",,"Fixed","0","DEFAULT","1","Test|Dessert",,,
,,,,,,,,,,,,
,"Bottle Cap","1.69","79200358860",,"Fixed","0","DEFAULT","4",,,,
,"Sour Power Straws Blue Raspberry","0.99","29126150659",,"Fixed","0","Rhode Island Sales Tax ","8",,,,
,"Sour Powers Straws Cotton Candy","0.99","29126150307",,"Fixed","0","Rhode Island Sales Tax ","41",,,,
,"Charleston Chew Chocolatey","1.25","71720531105",,"Fixed","0","DEFAULT","19",,,,
,"Banana Turkish Taffy","1.69","8.9897E+11",,"Fixed","0","DEFAULT","12",,,,
,"Cow Tales","0.39","70622431025",,"Fixed","0","DEFAULT","23",,,,
,"Cow Tales","0.39","70622431018",,"Fixed","0","Rhode Island Sales Tax ","13",,,,
,"Raffello","1.99","982237",,"Fixed","0","DEFAULT","13",,,,
,"Sweet Tarts Giant Chewy","1.25","79200131166",,"Fixed","0","DEFAULT","21",,,,
,"Chunky","1.99","99900824601",,"Fixed","0","DEFAULT","21",,,,
,"Fort Knox","2.49","86232319202",,"Fixed","0","DEFAULT","9",,,,
,"Chocolate Turkish Taffy","1.69","8.9897E+11",,"Fixed","0","DEFAULT","23",,,,
,"Bubble Gum Cigars","0","59642003702",,"Fixed","0","DEFAULT","18",,,,
,"Sour Flush","1.99","6.86464E+11",,"Fixed","0","DEFAULT","5",,,,
,"Twin Cherry Pop","0.39","8.7249E+12",,"Fixed","0","DEFAULT","55",,,,
,"Broadway Strawberry Rolls","1.25","86232860018",,"Fixed","0","DEFAULT","16",,,,
,"Vanila Turkish Taffy","1.69","8.9897E+11",,"Fixed","0","DEFAULT","15",,,,
,"Necco The Original Candy Wafer","1.39","30800900002",,"Fixed","0","DEFAULT","13",,,,
,"Mallo Cup","1.25","41311121053",,"Fixed","0","DEFAULT","18",,,,
,"Life Savers Hard Candy","1.25","2243405",,"Fixed","0","DEFAULT","25",,,,
,"Pop Rocks Watermelon","0.89","7.21874E+11",,"Fixed","0","DEFAULT","6",,,,
,"Pop Rocks Strawberry","0.89","7.21874E+11",,"Fixed","0","DEFAULT","2",,,,
,"Pop Rocks  Grape","0.89","7.21874E+11",,"Fixed","0","DEFAULT","4",,,,
,"Big League Chew Bubble Gum","1.99","42897660950",,"Fixed","0","DEFAULT","4",,,,
,"Quick Blast Spray","1.99","6.86464E+11",,"Fixed","0","DEFAULT","15",,,,
,"Razz Apple Fun Dip","0.25","79200009373",,"Fixed","0","DEFAULT","9",,,,
,"Ring Pop","0.69","41116011320",,"Fixed","0","DEFAULT","1",,,,
,"Roll Back Truck","1.59","6.86465E+11",,"Fixed","0","DEFAULT","24",,,,
,"Cherry Yum Fun Dip","0.25","79200005795",,"Fixed","0","DEFAULT","16",,,,
,"Strawberry Air Head","0.25","73390002053",,"Fixed","0","DEFAULT","8",,,,
,"Watermelon Air Head","0.25","73390002039",,"Fixed","0","DEFAULT","12",,,,
,"Blue Raspberry Air Head","0.25","73390002206",,"Fixed","0","DEFAULT","3",,,,
,"Smarties Mega Lolly","0.59",,,"Fixed","0","DEFAULT","26",,,,
,"Chewy Lemon Head","0.39","41420063008",,"Fixed","0","DEFAULT","11",,,,
,"Apple Head","0.39","41420117831",,"Fixed","0","DEFAULT","8",,,,
,"Fan Pop","1.99","6.86465E+11",,"Fixed","0","DEFAULT","12",,,,
,"Wax Lips","0.99","59642742243",,"Fixed","0","DEFAULT","9",,,,
,"Candy NeckLace","0.99","11206007076",,"Fixed","0","DEFAULT","50",,,,
,"Cella Cherries","4.99","11228000161",,"Fixed","0","DEFAULT",,,,,
,"Baci Perugina","12.95","20182008410",,"Fixed","0","DEFAULT","9",,,,
,"Lindt Lindor Dark Chocolate Truffles","24.95","37466020778",,"Fixed","0","DEFAULT","5",,,,
,"Asher Chocolate","8.95","89449342100",,"Fixed","0","DEFAULT","11",,,,
,"Dark Chocolate Cherries","4.99","11228001601",,"Fixed","0","DEFAULT",,,,,
,"Sugar Free Bazooka Gum","3.95","41116011801",,"Fixed","0","DEFAULT","14",,,,
,"Sugar Free Jelly Belly Gummy Bears","2.95","71567996020",,"Fixed","0","DEFAULT",,,,,
,"Sugar Free Chocolate","5.95","4.75103E+12",,"Fixed","0","DEFAULT",,,,,
,"Sugar Free Ashers Assortment","9.95","89449315401",,"Fixed","0","DEFAULT","10",,,,
,"Milk Chocolate Ice Cubes","35.95","72084013542",,"Fixed","0","DEFAULT","1",,,,
,"Maple blend gift box 4oz","12.95",,,"Fixed","0","DEFAULT","7",,,,
,"Sugar Free Dark Chocolate Red Bar","0.99","4.75103E+12",,"Fixed","0","DEFAULT","11",,,,
,"Sugar Free Asher Chocolate  Co.","9.95",,,"Fixed","0","DEFAULT","10",,,,
,"Gummi Pizza","15.95","8.13805E+11",,"Per unit","0","DEFAULT",,,,,
,"Gummi Mini Burgers","12.95","8.13805E+11",,"Per unit","0","DEFAULT",,,,,
,"Charlestown Chew Strawberry/24ct","19.95","71720331200",,"Fixed","0","DEFAULT","11",,,,
,"Laffy Taffy Apple","12.95","28000721213",,"Per unit","0","DEFAULT","8",,,,
,"Laffy Taffy Blue Raspberry","12.95","28000617950",,"Fixed","0","DEFAULT","2",,,,
,"Laffy Taffy Grape","12.95","28000660659",,"Per unit","0","DEFAULT","10",,,,
,"Cherry Head","5.95","41420047183",,"Per unit","0","DEFAULT","9",,,,
,"Chewy Lemon Head","5.95","41420163005",,"Per unit","0","DEFAULT","9",,,,
,"Jaw Busters","5.95","41420024009",,"Per unit","0","DEFAULT",,,,,
,"Watermelon Airheads","6.99","73390001179",,"Per unit","0","DEFAULT","1",,,,
,"Greenapple Airheads","6.99","73390001216",,"Per unit","0","DEFAULT","3",,,,
,"Cherry Airheads","6.99","73390001155",,"Per unit","0","DEFAULT","2",,,,
,"Gobstoppers","24.95","79200230418",,"Per unit","0","DEFAULT",,,,,
,"Tootsies Frootsie Grape","8.95","71720078013",,"Per unit","0","DEFAULT",,,,,
,"Tootsies Frootsie","8.95","71720078525",,"Per unit","0","DEFAULT",,,,,
,"Tootsies Frootsie Watermelon","8.95","71720078488",,"Per unit","0","DEFAULT",,,,,
,"Tootsies Frootsie Fruit Punch","8.95","71720078006",,"Per unit","0","DEFAULT",,,,,
,"Tootsie Frootsie Blue Raspberry","8.95","71720078433",,"Per unit","0","DEFAULT",,,,,
,"Airheads Strawberry","6.99","73390001193",,"Per unit","0","DEFAULT","3",,,,
,"Sugar Daddy Pops/24ct","24.95","14200332106",,"Per unit","0","DEFAULT","5",,,,
,"Necco The Original Candy Waffers","24.95","30800901009",,"Per unit","0","DEFAULT","10",,,,
,"Indian Salted Pumpin Seeds","10.95","75142001307",,"Per unit","0","DEFAULT","11",,,,
,"King Size Candy Stix","7.95","41396090978",,"Per unit","0","DEFAULT","17",,,,
,"Saf T Pops 100ct","12.95","30800000771",,"Fixed","0","DEFAULT","8",,,,
,"Machine Size Gumballs/28oz","5.99",,,"Fixed","0","DEFAULT","9",,,,
,"Seedlings Gumballs","3.99",,,"Fixed","0","DEFAULT","14",,,,
,"Cry Baby Sour Gum/3oz","1.99",,,"Fixed","0","DEFAULT","18",,,,
,"Chickles Gum/12oz","2.99",,,"Fixed","0","DEFAULT","25",,,,
,"Original Bazooka Bubble Gum/8oz","1.99",,,"Fixed","0","DEFAULT","25",,,,
,"Liquid Filled Wax Bottles","2.25",,,"Fixed","0","DEFAULT","15",,,,
,"Red Swedish Fish/1.6lbs","7.95",,,"Fixed","0","DEFAULT","10",,,,
,"Sour Patch Watermelon/1.6lbs","7.95",,,"Fixed","0","DEFAULT","9",,,,
,"Sour Apples/1.6lbs","7.95",,,"Fixed","0","DEFAULT","11",,,,
,"Assorted Chupa Chups /7oz","2.25",,,"Fixed","0","DEFAULT","24",,,,
,"Charms Sweet Pops/15ct","2.99",,,"Fixed","0","DEFAULT","13",,,,
,"Caramel Apple Pops/15ct","2.99",,,"Fixed","0","DEFAULT","14",,,,
,"Sugar Daddy Pops","2.99",,,"Fixed","0","DEFAULT","15",,,,
,"Tootsie Pops/15ct","2.95",,,"Fixed","0","DEFAULT","20",,,,
,"Fruity Soft Puffs/1.5lbs","5.95",,,"Fixed","0","DEFAULT","3",,,,
,"Apple Sour Laces/2lbs","10.95","2.38637E+11",,"Fixed","0","DEFAULT","3","Test",,,
,"Strawberry Sour Laces/2lbs","10.95",,,"Fixed","0","DEFAULT","7",,,,
,"Strawberry Laces/2lbs","10.95",,,"Fixed","0","DEFAULT","6",,,,
,"Licorice Laces/2lbs","10.95",,,"Fixed","0","DEFAULT","9",,,,
,"Hot Tamales/4.5lbs","15.95",,,"Fixed","0","DEFAULT","5",,,,
,"Smarties/24ct","19.95","11206519005",,"Fixed","0","DEFAULT","12",,,,
,"Charms Sweet Pops/48ct","8.95","14200337064",,"Fixed","0","DEFAULT","9",,,,
,"Carousel Junior Gumball Machine","29.95","42897030005",,"Fixed","0","DEFAULT","8",,,,
,"Carousel Classic Gumball Machine With Stand","79.95","42897030067",,"Fixed","0","DEFAULT","3",,,,
,"Its A Boy Bubble Gum Cigars","15.95","59642003757",,"Fixed","0","DEFAULT","8",,,,
,"Its A Boy Cigars/24ct","24.95","609406005",,"Fixed","0","DEFAULT","11",,,,
,"Its A Girl Bubble Gum Cigars","15.95","59642003764",,"Fixed","0","DEFAULT","9",,,,
,"Its A Girl Cigars/24ct","24.95","609407002",,"Fixed","0","DEFAULT","7",,,,
,"Chocolate Truck","2.99","7.20227E+11",,"Fixed","0","DEFAULT","16",,,,
,"Peanut Butter Dino","2.99","7.20227E+11",,"Fixed","0","DEFAULT","18",,,,
,"Milk And White Chocolate Kitty","2.99","7.20227E+11",,"Fixed","0","DEFAULT","13",,,,
,"Milk Chocolate Ballerina","2.99","7.20227E+11",,"Fixed","0","DEFAULT","3",,,,
,"Milk Chocolate Tool Set","3.95","86232310360",,"Fixed","0","DEFAULT","3",,,,
,"Milk Chocolate Crayons","4.95","609441006",,"Fixed","0","DEFAULT","5",,,,
,"Milk Chocolate Cool Llamas","2.95","86232339675",,"Fixed","0","DEFAULT","14",,,,
,"Milk Chocolate Music Note","2.99","7.20227E+11",,"Fixed","0","DEFAULT","33",,,,
,"Tootsie Childs Play/3.5lbs","10.95","71720018132",,"Fixed","0","DEFAULT","2",,,,
,"Charleston Chew/120ct","9.95","71720531082",,"Fixed","0","DEFAULT","5",,,,
,"Salt Water Taffy/14oz","7.95","8.93304E+11",,"Fixed","0","DEFAULT","8",,,,
,"Efrutti Lunch Bag","1.99","8.13805E+11",,"Fixed","0","DEFAULT","18",,,,
,"Bubble Gum Cigars/36ct","15.95","59642303703",,"Fixed","0","DEFAULT","8",,,,
,"Dorval Sour Power Straws/Cotton Candy","19.95","29126153308",,"Fixed","0","DEFAULT","2","Test",,,
,"Harry Potter Frog","3.99",,,"Fixed","0","DEFAULT","5",,,,
,"Mickey Mouse Bean Machine","24.95","71567995733",,"Fixed","0","DEFAULT","4",,,,
,"Petite Jelly Belly Machine","9.95","71570008093",,"Fixed","0","DEFAULT","6",,,,
,"Harry Potter Gummi Creatures","1.99","71570008567",,"Fixed","0","DEFAULT","6",,,,
,"Clove Gum","0.79","86232910140",,"Fixed","0","DEFAULT","16",,,,
,"Beemans Gum","0.79","86232910126",,"Fixed","0","DEFAULT","7",,,,
,"Harry Potter Beanie Botts","1.99","71567992015",,"Fixed","0","DEFAULT","13",,,,
,"Smiley Chocolate Pop","1.49","609461004",,"Fixed","0","DEFAULT","2",,,,
,"Ice Cubes","0.49","7208461",,"Fixed","0","DEFAULT","50",,,,
,"Bean Boozled/4.25oz","7.95","71570009922",,"Fixed","0","DEFAULT","13",,,,
,"Jelly Belly 20 Flavor Assortment","9.95","71567980098",,"Fixed","0","DEFAULT","3",,,,
,"Jelly Belly 1 Pound Assortment","15.95","71570008062",,"Fixed","0","DEFAULT","2","Test",,,
,"Chocolate Rose","3.99","609600007",,"Fixed","0","DEFAULT","14",,,,
,"Pixy Stix","0.69","79200638832",,"Fixed","0","DEFAULT","63",,,,
,"Soccer Tin","12.95",,,"Fixed","0","DEFAULT","1",,,,
,"Get Well Chocolate Bar","9.95",,,"Fixed","0","DEFAULT","9",,,,
,"Worlds Best Mother Chocolate","9.95",,,"Fixed","0","DEFAULT","7",,,,
,"World Class Coach Chocolate","9.95",,,"Fixed","0","DEFAULT","5",,,,
,"The Golden Music Award Chocolate","8.95",,,"Fixed","0","DEFAULT","3",,,,
,"Milk Chocolate Coffee Cup","8.95",,,"Fixed","0","DEFAULT","1",,,,
,"Chocolate Boxing Gloves","10.95",,,"Fixed","0","DEFAULT","1",,,,
,"Box Of Beauty Pops/750ct","19.95",,,"Fixed","0","DEFAULT","4",,,,
,"Blue Raspberry Gummy Bears/2lbs","10.95",,,"Fixed","0","DEFAULT","2",,,,
,"Grape Gummy Bears/2lbs","10.95",,,"Fixed","0","DEFAULT","3",,,,
,"Green Apple Gummy Bears/2lbs","10.95",,,"Fixed","0","DEFAULT","9",,,,
,"Watermelon Gummy Bears/2lbs","10.95",,,"Fixed","0","DEFAULT","4",,,,
,"Madaline Chocolate Cigars","24.95",,,"Fixed","0","DEFAULT","8",,,,
,"Baby Boy Box","16.95",,,"Fixed","0","DEFAULT","3",,,,
